league,season,team,player,nation,pos,age,club,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,playing_time_playing_time_mp,playing_time_playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,misc_90s,misc_performance_crdy,misc_performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og
INT-World Cup,2022,Belgium,Dries Mertens,Belgium,FW,35,1. Galatasaray,1987,2.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.0,1.0,33.3,3.55,1.18,0.0,0.0,0.0,0.0,2,76.0,38.0,28.1,0.8,1,45.0,0,1,31.0,1,0.5,0.0,2.0,-2.0,-2.37,-2.83,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Eden Hazard,Belgium,FW,31,1. Real Madrid,1991,3.0,2.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,1.0,100.0,0.73,0.73,0.0,0.0,0.0,0.0,3,124.0,41.0,45.9,1.4,2,60.0,0,1,4.0,0,1.33,1.0,0.0,1.0,0.73,1.96,1.4,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Hans Vanaken,Belgium,MF,29,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Belgium,Jan Vertonghen,Belgium,DF,35,1. Anderlecht,1987,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Jeremy Doku,Belgium,"FW,MF",20,1. Rennes,2002,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,19.0,19.0,7.0,0.2,0,,0,1,19.0,2,1.0,0.0,0.0,0.0,0.0,0.36,0.2,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Kevin De Bruyne,Belgium,"FW,MF",30,1. Manchester City,1991,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,2.0,28.6,2.33,0.67,0.0,0.0,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,1.0,,,0.0
INT-World Cup,2022,Belgium,Koen Casteels,Belgium,GK,29,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Belgium,Leander Dendoncker,Belgium,DF,27,1. Aston Villa,1995,2.0,2.0,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,0.0,0.56,0.0,0.0,,0.0,0.0,2,161.0,81.0,59.6,1.8,2,81.0,1,0,,1,2.0,1.0,0.0,1.0,0.56,2.21,1.8,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0.0
INT-World Cup,2022,Belgium,Leandro Trossard,Belgium,FW,27,1. Brighton,1994,3.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,103.0,34.0,38.1,1.1,1,58.0,0,2,23.0,0,1.33,0.0,1.0,-1.0,-0.87,-0.87,1.1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Loïs Openda,Belgium,FW,22,1. Lens,2000,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,13.0,13.0,4.8,0.1,0,,0,1,13.0,2,3.0,0.0,0.0,0.0,0.0,0.35,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Michy Batshuayi,Belgium,FW,28,1. Fenerbahçe,1993,2.0,2.0,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.6,1.7,1.0,6.0,2.0,33.3,3.58,1.19,0.17,0.5,0.0,0.0,2,151.0,76.0,55.9,1.7,2,76.0,0,0,,1,1.5,1.0,1.0,0.0,0.0,0.76,1.7,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Romelu Lukaku,Belgium,FW,29,1. Inter,1993,2.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,5.0,2.0,40.0,8.18,3.27,0.0,0.0,0.0,0.0,2,55.0,28.0,20.4,0.6,0,,0,2,28.0,0,0.5,0.0,1.0,-1.0,-1.64,-1.64,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Simon Mignolet,Belgium,GK,34,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Belgium,Thibaut Courtois,Belgium,GK,30,1. Real Madrid,1992,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Belgium,Thomas Meunier,Belgium,MF,30,1. Dortmund,1991,3.0,2.0,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,3.0,1.0,33.3,1.28,0.43,0.0,0.0,0.0,0.0,3,211.0,70.0,78.1,2.3,2,83.0,0,1,45.0,0,1.33,0.0,1.0,-1.0,-0.43,-0.43,2.3,1.0,0.0,0.0,4.0,1.0,0.0,6.0,2.0,6.0,,,0.0
INT-World Cup,2022,Belgium,Thorgan Hazard,Belgium,MF,29,1. Dortmund,1993,2.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,106.0,53.0,39.3,1.2,1,74.0,0,1,32.0,1,0.5,0.0,1.0,-1.0,-0.85,-0.85,1.2,0.0,0.0,0.0,2.0,2.0,1.0,9.0,0.0,2.0,,,0.0
INT-World Cup,2022,Belgium,Timothy Castagne,Belgium,"MF,DF",26,1. Leicester City,1995,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,3.0,,,0.0
INT-World Cup,2022,Belgium,Toby Alderweireld,Belgium,DF,33,1. Antwerp,1989,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,0.0
INT-World Cup,2022,Belgium,Wout Faes,Belgium,DF,24,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Belgium,Yannick Carrasco,Belgium,"MF,FW",28,1. Atlético Madrid,1993,2.0,2.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,4.0,0.0,0.0,3.1,0.0,0.0,,0.0,0.0,2,116.0,58.0,43.0,1.3,2,58.0,0,0,,1,2.0,1.0,0.0,1.0,0.78,1.94,1.3,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,,,0.0
INT-World Cup,2022,Belgium,Youri Tielemans,Belgium,MF,25,1. Leicester City,1997,3.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,95.0,32.0,35.2,1.1,1,45.0,0,2,25.0,0,1.33,1.0,2.0,-1.0,-0.95,-0.95,1.1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,,,0.0
INT-World Cup,2022,Belgium,Zeno Debast,Belgium,DF,18,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Brazil,Alex Sandro,Brazil,DF,31,1. Juventus,1991,3.0,2.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,1.0,0.0,0.0,0.47,0.0,0.0,,0.0,0.0,3,190.0,63.0,39.6,2.1,2,88.0,1,1,15.0,0,2.33,3.0,1.0,2.0,0.95,0.02,2.1,0.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,,,0.0
INT-World Cup,2022,Brazil,Alex Telles,Brazil,DF,29,1. Sevilla,1992,2.0,1.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,59.0,30.0,12.3,0.7,1,54.0,0,1,5.0,1,1.5,0.0,0.0,0.0,0.0,-1.07,0.7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,,0.0
INT-World Cup,2022,Brazil,Alisson,Brazil,GK,29,1. Liverpool,1992,4.0,4.0,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,4,379.0,95.0,79.0,4.2,4,95.0,3,0,,1,2.5,8.0,2.0,6.0,1.42,2.32,4.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Antony,Brazil,MF,22,1. Manchester Utd,2000,4.0,1.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,6.0,2.0,33.3,3.14,1.05,0.0,0.0,0.0,0.0,4,172.0,43.0,35.8,1.9,1,78.0,0,3,31.0,1,1.75,2.0,1.0,1.0,0.52,-0.65,1.9,0.0,0.0,0.0,2.0,5.0,0.0,10.0,1.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Bruno Guimarães,Brazil,MF,24,1. Newcastle,1997,2.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,2.0,40.0,6.52,2.61,0.0,0.0,0.0,0.0,2,69.0,35.0,14.4,0.8,0,,0,2,35.0,3,1.5,1.0,1.0,0.0,0.0,-1.09,0.8,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Casemiro,Brazil,MF,30,1. Manchester Utd,1992,4.0,4.0,390.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,4.3,1.0,9.0,3.0,33.3,2.08,0.69,0.11,0.33,0.0,0.0,4,390.0,98.0,81.3,4.3,4,98.0,4,0,,1,2.5,8.0,2.0,6.0,1.38,2.38,4.3,1.0,0.0,0.0,7.0,3.0,0.0,2.0,6.0,4.0,,,0.0
INT-World Cup,2022,Brazil,Dani Alves,Brazil,DF,39,1. UNAM,1983,2.0,1.0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,3.0,0.0,0.0,2.29,0.0,0.0,,0.0,0.0,2,118.0,59.0,24.6,1.3,1,90.0,1,1,28.0,3,1.5,0.0,2.0,-2.0,-1.53,-3.27,1.3,0.0,0.0,0.0,5.0,2.0,0.0,6.0,2.0,4.0,,,0.0
INT-World Cup,2022,Brazil,Danilo,Brazil,DF,30,1. Juventus,1991,3.0,3.0,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,2.0,0.0,0.0,0.64,0.0,0.0,,0.0,0.0,3,281.0,94.0,58.5,3.1,3,94.0,2,0,,0,2.33,7.0,1.0,6.0,1.92,2.37,3.1,1.0,0.0,0.0,3.0,1.0,0.0,8.0,3.0,2.0,,,0.0
INT-World Cup,2022,Brazil,Ederson Moraes,Brazil,GK,28,1. Manchester City,1993,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,90.0,90.0,18.8,1.0,1,90.0,1,0,,4,0.0,0.0,1.0,-1.0,-1.0,-2.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Everton Ribeiro,Brazil,MF,33,1. Flamengo,1989,1.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,36.0,36.0,7.5,0.4,0,,0,1,36.0,4,0.0,0.0,1.0,-1.0,-2.5,-3.72,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Fabinho,Brazil,MF,28,1. Liverpool,1993,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,90.0,90.0,18.8,1.0,1,90.0,1,0,,4,0.0,0.0,1.0,-1.0,-1.0,-2.38,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,,,0.0
INT-World Cup,2022,Brazil,Fred,Brazil,MF,29,1. Manchester Utd,1993,4.0,2.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,3.0,1.0,33.3,1.9,0.63,0.0,0.0,0.0,0.0,4,142.0,36.0,29.6,1.6,2,56.0,0,2,16.0,1,1.75,0.0,1.0,-1.0,-0.63,-2.23,1.6,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0.0
INT-World Cup,2022,Brazil,Gabriel Jesus,Brazil,FW,25,1. Arsenal,1997,3.0,1.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,50.0,1.94,0.97,0.0,0.0,0.0,0.0,3,93.0,31.0,19.4,1.0,1,63.0,0,2,15.0,0,2.0,1.0,0.0,1.0,0.97,0.04,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,,,0.0
INT-World Cup,2022,Brazil,Gabriel Martinelli,Brazil,FW,20,1. Arsenal,2001,3.0,1.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,4.0,3.0,75.0,3.19,2.39,0.0,0.0,0.0,0.0,3,113.0,38.0,23.5,1.3,1,90.0,1,2,12.0,2,2.0,0.0,2.0,-2.0,-1.59,-3.31,1.3,0.0,0.0,0.0,2.0,3.0,1.0,5.0,0.0,1.0,,,0.0
INT-World Cup,2022,Brazil,Gleison Bremer,Brazil,DF,25,1. Juventus,1997,2.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.83,0.0,0.0,,0.0,0.0,2,109.0,55.0,22.7,1.2,1,90.0,1,1,19.0,3,1.5,0.0,2.0,-2.0,-1.65,-3.35,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,0.0
INT-World Cup,2022,Brazil,Lucas Paquetá,Brazil,MF,24,1. West Ham,1997,4.0,4.0,314.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.29,0.29,0.57,0.29,0.57,3.5,1.0,4.0,4.0,100.0,1.15,1.15,0.25,0.25,0.0,0.0,4,314.0,79.0,65.4,3.5,4,79.0,1,0,,1,2.5,7.0,1.0,6.0,1.72,2.26,3.5,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,5.0,,,0.0
INT-World Cup,2022,Brazil,Marquinhos,Brazil,DF,28,1. PSG,1994,5.0,4.0,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,2.0,0.0,0.0,0.42,0.0,0.0,,0.0,0.0,5,426.0,85.0,88.8,4.7,4,98.0,4,1,36.0,0,2.0,8.0,3.0,5.0,1.06,1.06,4.7,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,,,0.0
INT-World Cup,2022,Brazil,Neymar,Brazil,"MF,FW",30,1. PSG,1992,3.0,3.0,279.0,3.1,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.65,0.0,0.65,0.32,0.32,3.1,2.0,11.0,6.0,54.5,3.55,1.94,0.09,0.17,1.0,1.0,3,279.0,93.0,58.1,3.1,3,93.0,1,0,,0,2.33,7.0,2.0,5.0,1.61,1.61,3.1,0.0,0.0,0.0,4.0,16.0,2.0,8.0,1.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Pedro,Brazil,FW,24,1. Flamengo,1997,2.0,0.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,4.0,1.0,25.0,5.63,1.41,0.0,0.0,0.0,0.0,2,64.0,32.0,13.3,0.7,0,,0,2,32.0,3,0.5,1.0,2.0,-1.0,-1.41,-2.7,0.7,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,,,0.0
INT-World Cup,2022,Brazil,Raphinha,Brazil,"FW,MF",25,1. Barcelona,1996,5.0,4.0,315.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,3.5,0.0,8.0,6.0,75.0,2.29,1.71,0.0,0.0,0.0,0.0,5,315.0,63.0,65.6,3.5,4,76.0,1,1,12.0,0,2.0,6.0,2.0,4.0,1.14,0.6,3.5,0.0,0.0,0.0,2.0,5.0,0.0,22.0,3.0,6.0,,,0.0
INT-World Cup,2022,Brazil,Richarlison,Brazil,FW,25,1. Tottenham,1997,4.0,4.0,323.0,3.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,3.6,3.0,8.0,4.0,50.0,2.23,1.11,0.38,0.75,0.0,0.0,4,323.0,81.0,67.3,3.6,4,81.0,1,0,,1,2.5,6.0,1.0,5.0,1.39,1.39,3.6,0.0,0.0,0.0,5.0,6.0,1.0,2.0,1.0,2.0,,,0.0
INT-World Cup,2022,Brazil,Rodrygo,Brazil,MF,21,1. Real Madrid,2001,5.0,1.0,181.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,6.0,2.0,33.3,2.98,0.99,0.0,0.0,0.0,0.0,5,181.0,36.0,37.7,2.0,1,54.0,0,4,32.0,0,2.0,2.0,1.0,1.0,0.5,-0.71,2.0,0.0,0.0,0.0,3.0,6.0,1.0,9.0,2.0,1.0,,,0.0
INT-World Cup,2022,Brazil,Thiago Silva,Brazil,DF,37,1. Chelsea,1984,4.0,4.0,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,4.3,0.0,2.0,0.0,0.0,0.46,0.0,0.0,,0.0,0.0,4,390.0,98.0,81.3,4.3,4,98.0,4,0,,1,2.5,8.0,2.0,6.0,1.38,2.38,4.3,0.0,0.0,0.0,2.0,3.0,0.0,1.0,5.0,2.0,,,0.0
INT-World Cup,2022,Brazil,Vinicius Júnior,Brazil,"FW,MF",21,1. Real Madrid,2000,4.0,4.0,299.0,3.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,0.6,0.9,0.3,0.9,3.3,1.0,9.0,4.0,44.4,2.71,1.2,0.11,0.25,0.0,0.0,4,299.0,75.0,62.3,3.3,4,75.0,1,0,,1,2.5,7.0,0.0,7.0,2.11,3.1,3.3,0.0,0.0,0.0,0.0,7.0,3.0,13.0,0.0,1.0,,,0.0
INT-World Cup,2022,Brazil,Wéverton,Brazil,GK,34,1. Palmeiras,1987,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,11.0,11.0,2.3,0.1,0,,0,1,11.0,4,3.0,0.0,0.0,0.0,0.0,-0.96,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Brazil,Éder Militão,Brazil,DF,24,1. Real Madrid,1998,4.0,4.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,5.0,1.0,20.0,1.3,0.26,0.0,0.0,0.0,0.0,4,347.0,87.0,72.3,3.9,4,87.0,2,0,,1,1.75,6.0,1.0,5.0,1.3,1.3,3.9,1.0,0.0,0.0,7.0,3.0,0.0,3.0,3.0,5.0,,,0.0
INT-World Cup,2022,Cameroon,Andre-Frank Zambo Anguissa,Cameroon,MF,26,1. Napoli,1995,3.0,3.0,260.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,2.9,0.0,1.0,1.0,100.0,0.35,0.35,0.0,0.0,0.0,0.0,3,260.0,87.0,96.3,2.9,3,87.0,2,0,,0,1.33,4.0,4.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,6.0,4.0,0.0,2.0,5.0,0.0,,,0.0
INT-World Cup,2022,Cameroon,André Onana,Cameroon,GK,26,1. Inter,1996,1.0,1.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,80.0,80.0,29.6,0.9,1,80.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.13,-1.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Cameroon,Bryan Mbeumo,Cameroon,"FW,MF",22,1. Brentford,1999,3.0,3.0,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,2.0,2.0,100.0,0.77,0.77,0.0,0.0,0.0,0.0,3,233.0,78.0,86.3,2.6,3,78.0,1,0,,0,1.33,3.0,4.0,-1.0,-0.39,-2.82,2.6,0.0,0.0,0.0,1.0,8.0,0.0,12.0,1.0,0.0,,,0.0
INT-World Cup,2022,Cameroon,Christian Bassogog,Cameroon,"FW,MF",26,1. Shanghai Shen,1995,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,24.0,24.0,8.9,0.3,0,,0,1,24.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,,0.0
INT-World Cup,2022,Cameroon,Christopher Wooh,Cameroon,DF,20,1. Rennes,2001,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,3.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,0.0
INT-World Cup,2022,Cameroon,Collins Fai,Cameroon,DF,29,1. Al-Ta'ee,1992,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,4.0,4.0,0.0,0.0,,3.0,2.0,0.0,0.0,4.0,4.0,0.0,13.0,4.0,1.0,,,0.0
INT-World Cup,2022,Cameroon,Devis Epassy,Cameroon,GK,29,1. Abha,1993,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,2.0,4.0,3.0,1.0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0
